"Name","TeamAbbreviation","GamesPlayed","Minutes","FTA","Technical Free Throw Trips","TwoPtShootingFoulsDrawn","2pt And 1 Free Throw Trips","ThreePtShootingFoulsDrawn","3pt And 1 Free Throw Trips","NonShootingFoulsDrawn","ShootingFoulsDrawnPct","TwoPtShootingFoulsDrawnPct","ThreePtShootingFoulsDrawnPct"
"Christian Wood","HOU",68,2094,332,0,128,27,3,0,47,0.1334012219959267,0.19906687402799378,0.008849557522123894
"Cade Cunningham","DET",64,2088,168,7,61,14,0,0,26,0.05658627087198516,0.08531468531468532,0
"LeBron James","LAL",56,2084,336,14,153,56,4,1,27,0.11884935654806965,0.17586206896551723,0.008869179600886918
"De'Aaron Fox","SAC",59,2084,348,0,173,50,2,0,22,0.1437962202136401,0.17908902691511386,0.00796812749003984
"D'Angelo Russell","MIN",65,2077,240,15,64,12,7,2,46,0.0687984496124031,0.12573673870333987,0.01338432122370937
"Davion Mitchell","SAC",75,2076,85,2,30,9,0,0,15,0.034722222222222224,0.05514705882352941,0
"Cole Anthony","ORL",65,2059,253,13,88,22,8,0,30,0.09552845528455285,0.14991482112436116,0.015113350125944584
"Mike Conley","UTA",72,2058,162,2,51,12,2,0,32,0.06370192307692307,0.12259615384615384,0.004807692307692308
"Justin Holiday","SAC",74,2057,62,3,19,3,3,0,8,0.032305433186490456,0.09693877551020408,0.006185567010309278
"Jae'Sean Tate","HOU",78,2056,184,0,85,25,1,1,19,0.10899873257287707,0.14480408858603067,0.0049504950495049506
"Kevin Durant","BKN",55,2047,409,13,123,26,16,3,67,0.11346938775510204,0.13486842105263158,0.051118210862619806
"Duncan Robinson","MIA",79,2043,61,6,7,1,12,4,7,0.02435723951285521,0.06481481481481481,0.017432646592709985
"Clint Capela","ATL",74,2042,169,0,86,19,0,0,8,0.12816691505216096,0.12835820895522387,0
"Bobby Portis","MIL",72,2028,113,0,45,11,2,0,14,0.05181918412348401,0.07936507936507936,0.0058823529411764705
"Al Horford","BOS",69,2005,95,0,44,13,0,0,10,0.07333333333333333,0.13134328358208955,0
"Kelly Oubre Jr.","CHA",76,1999,189,1,85,22,11,6,9,0.096,0.19230769230769232,0.01971326164874552
"Steven Adams","MEM",76,1999,199,0,83,23,0,0,27,0.18693693693693694,0.1873589164785553,0
"Deni Avdija","WAS",82,1984,136,2,51,11,1,0,20,0.08387096774193549,0.14166666666666666,0.0038461538461538464
"P.J. Tucker","MIA",71,1981,61,0,15,3,0,0,17,0.03409090909090909,0.06072874493927125,0
"Isaac Okoro","CLE",67,1981,155,0,77,15,0,0,7,0.15618661257606492,0.22916666666666666,0
"Spencer Dinwiddie","DAL",67,1980,252,5,110,25,8,1,15,0.14268440145102781,0.22448979591836735,0.02373887240356083
"Malik Beasley","MIN",79,1976,60,17,14,3,1,0,7,0.01740139211136891,0.0625,0.001567398119122257
"Jakob Poeltl","SAS",68,1970,190,0,84,22,0,0,21,0.11586206896551725,0.11602209944751381,0
"Shai Gilgeous-Alexander","OKC",56,1942,405,23,167,35,1,0,40,0.14177215189873418,0.1882750845546787,0.003355704697986577
"Robert Covington","LAC",71,1939,69,0,20,2,3,0,11,0.04431599229287091,0.11299435028248588,0.008771929824561403
"Devin Vassell","SAS",71,1937,99,5,40,8,4,2,7,0.05513784461152882,0.09615384615384616,0.010471204188481676
"Jimmy Butler","MIA",57,1931,455,27,199,37,2,0,31,0.20241691842900303,0.22742857142857142,0.01694915254237288
"Darius Bazley","OKC",69,1924,170,0,93,20,0,0,1,0.12880886426592797,0.2052980132450331,0
"Luke Kennard","LAC",70,1919,77,19,12,4,11,4,6,0.035168195718654434,0.05357142857142857,0.02558139534883721
"Kevin Porter Jr.","HOU",61,1907,193,1,72,19,11,0,17,0.09518348623853211,0.16071428571428573,0.025943396226415096
"Reggie Bullock","DAL",68,1902,48,22,10,4,1,0,4,0.021653543307086614,0.08695652173913043,0.002544529262086514
"Ja Morant","MEM",57,1889,415,8,176,39,2,0,40,0.135258358662614,0.166351606805293,0.007751937984496124
"Jae Crowder","PHX",67,1886,90,1,29,7,8,3,9,0.06315789473684211,0.14427860696517414,0.018970189701897018
"Jarred Vanderbilt","MIN",74,1880,131,0,56,14,0,0,17,0.13895781637717122,0.14395886889460155,0
"Lauri Markkanen","CLE",61,1878,159,1,65,15,4,1,18,0.09126984126984126,0.1742627345844504,0.010443864229765013
"Grant Williams","BOS",77,1875,95,1,41,14,0,0,11,0.08932461873638345,0.20398009950248755,0
"Brandon Ingram","NOP",55,1869,322,20,135,34,5,2,29,0.1279926335174954,0.15734265734265734,0.017543859649122806
"Cody Martin","CHA",71,1866,107,0,46,13,2,0,11,0.10480349344978165,0.15488215488215487,0.012422360248447204
"Ivica Zubac","LAC",76,1852,227,0,98,15,0,0,22,0.1695501730103806,0.1695501730103806,0
"Wendell Carter Jr.","ORL",62,1852,207,0,95,24,0,0,20,0.12582781456953643,0.1756007393715342,0
"Jeff Green","DEN",75,1849,198,0,105,31,1,0,8,0.17549668874172186,0.2413793103448276,0.005917159763313609
"Bogdan Bogdanovic","ATL",63,1848,115,5,40,7,3,0,13,0.05066344993968637,0.10869565217391304,0.004338394793926247
"Mitchell Robinson","NYK",72,1848,181,0,91,23,0,0,11,0.22141119221411193,0.22141119221411193,0
"Dennis Schroder","HOU",64,1837,184,3,76,20,1,0,22,0.09743589743589744,0.14339622641509434,0
"Bam Adebayo","MIA",56,1825,340,0,173,48,0,0,20,0.202576112412178,0.20400943396226415,0
"Mo Bamba","ORL",71,1824,73,1,35,6,0,0,4,0.05417956656346749,0.0958904109589041,0
"Isaiah Stewart","DET",71,1816,103,0,51,15,0,0,8,0.09695817490494296,0.10625,0
"Jarrett Allen","CLE",56,1810,233,0,113,33,0,0,20,0.1808,0.183739837398374,0
"Grayson Allen","MIL",66,1805,74,7,27,6,3,0,4,0.050590219224283306,0.13432835820895522,0.007653061224489796
"Robert Williams III","BOS",61,1804,90,0,45,14,0,0,6,0.11278195488721804,0.11306532663316583,0
"Jaden McDaniels","MIN",70,1803,71,0,40,21,0,0,6,0.06980802792321117,0.12461059190031153,0
"Immanuel Quickley","NYK",78,1802,201,10,71,17,12,4,19,0.10559796437659033,0.18586387434554974,0.0297029702970297
"Corey Kispert","WAS",77,1801,62,4,27,6,1,0,4,0.05223880597014925,0.12558139534883722,0.003115264797507788
"Dwight Powell","DAL",82,1798,212,0,106,45,0,0,22,0.22943722943722944,0.24941176470588236,0
"Carmelo Anthony","LAL",69,1793,159,13,50,9,11,4,14,0.07792207792207792,0.1362397820163488,0.02481389578163772
"Mason Plumlee","CHA",73,1793,171,0,86,18,0,0,9,0.22164948453608246,0.22279792746113988,0
"Josh Hart","POR",54,1791,211,4,102,24,3,2,11,0.16203703703703703,0.2350230414746544,0.014018691588785047
"Caris LeVert","CLE",58,1780,193,1,91,19,1,0,12,0.09924487594390508,0.13582089552238805,0.0038910505836575876
"Bruce Brown","BKN",72,1774,128,0,70,22,0,0,4,0.1263537906137184,0.15217391304347827,0
"P.J. Washington","CHA",65,1768,81,0,39,7,0,0,5,0.06914893617021277,0.1482889733840304,0
"Chuma Okeke","ORL",70,1749,65,0,30,5,0,0,5,0.05,0.13100436681222707,0
"Georges Niang","PHI",76,1736,59,4,25,7,0,0,5,0.043029259896729774,0.12886597938144329,0
"Kevon Looney","GSW",82,1732,125,0,60,9,0,0,7,0.14457831325301204,0.14492753623188406,0
"Gary Harris","ORL",61,1730,95,9,37,9,3,0,5,0.0684931506849315,0.13261648745519714,0.009836065573770493
"Cameron Johnson","PHX",66,1730,114,2,49,16,6,2,8,0.08540372670807453,0.19678714859437751,0.015189873417721518
"OG Anunoby","TOR",48,1728,118,2,46,9,1,0,14,0.06394557823129252,0.11031175059952038,0.0031446540880503146
"Precious Achiuwa","TOR",73,1725,131,0,64,15,0,0,8,0.09815950920245399,0.12903225806451613,0
"Deandre Ayton","PHX",58,1713,142,0,73,18,0,0,7,0.09707446808510638,0.09959072305593451,0
"Garrison Mathews","HOU",65,1712,180,12,28,3,37,13,14,0.12401574803149606,0.28,0.0857843137254902
"Josh Giddey","OKC",54,1700,79,0,36,7,0,0,7,0.05150214592274678,0.07407407407407407,0
"Pat Connaughton","MIL",65,1691,54,2,13,3,7,2,6,0.03913894324853229,0.09558823529411764,0.018666666666666668
"Chris Boucher","TOR",80,1690,193,0,89,21,2,0,14,0.14064914992272023,0.21394230769230768,0.008658008658008658
"Matisse Thybulle","PHI",66,1685,43,0,18,3,0,0,2,0.05714285714285714,0.10526315789473684,0
"Anfernee Simons","POR",57,1681,116,19,36,8,3,0,13,0.04710144927536232,0.09399477806788512,0.006741573033707865
"Coby White","CHI",61,1675,91,1,36,6,4,0,6,0.058997050147492625,0.11214953271028037,0.011204481792717087
"Danilo Gallinari","ATL",66,1672,156,9,62,6,1,0,13,0.0963302752293578,0.17270194986072424,0.003389830508474576
"Eric Gordon","HOU",57,1670,135,10,54,10,3,1,9,0.09344262295081968,0.1758957654723127,0.009900990099009901
"Luguentz Dort","OKC",51,1665,191,3,78,14,2,0,20,0.10101010101010101,0.19548872180451127,0.005089058524173028
"Kevin Love","CLE",74,1665,198,6,50,10,14,1,30,0.07862407862407862,0.15432098765432098,0.02857142857142857
"John Collins","ATL",54,1663,169,0,67,17,1,0,25,0.09784172661870504,0.12934362934362933,0.005649717514124294
"De'Anthony Melton","MEM",73,1657,120,2,42,6,2,1,18,0.060109289617486336,0.116991643454039,0.005361930294906166
"Kenyon Martin Jr.","HOU",79,1656,123,0,67,19,0,0,4,0.11733800350262696,0.1662531017369727,0
"Killian Hayes","DET",66,1647,74,2,29,4,0,0,8,0.05991735537190083,0.0914826498422713,0
"Montrezl Harrell","CHA",71,1640,296,0,153,48,0,0,19,0.2318181818181818,0.2379471228615863,0
"Lonnie Walker IV","SAS",70,1612,148,5,68,10,1,0,6,0.08383961117861483,0.14498933901918976,0.002824858757062147
"Cory Joseph","DET",65,1600,113,18,41,13,0,0,13,0.09579439252336448,0.15129151291512916,0
"Josh Richardson","SAS",65,1600,108,6,29,3,5,0,14,0.05851063829787234,0.09235668789808917,0.016
"Torrey Craig","PHX",78,1596,52,0,25,8,0,0,5,0.05458515283842795,0.11160714285714286,0
"Gabe Vincent","MIA",68,1589,54,0,17,3,3,0,7,0.03773584905660377,0.08333333333333333,0.009202453987730062
"Max Strus","MIA",68,1587,53,3,15,4,5,2,7,0.03460207612456748,0.11278195488721804,0.011235955056179775
"Jusuf Nurkic","POR",56,1579,268,0,126,34,0,0,24,0.18208092485549132,0.19811320754716982,0
"De'Andre Hunter","ATL",53,1577,166,1,67,15,2,0,18,0.10969793322734499,0.1550925925925926,0.01015228426395939
"Amir Coffey","LAC",69,1567,117,0,55,13,2,1,7,0.11198428290766209,0.21653543307086615,0.00784313725490196
"Marcus Morris Sr.","LAC",54,1564,148,9,50,10,9,4,15,0.08016304347826086,0.10964912280701754,0.03214285714285714
"Oshae Brissett","IND",67,1564,164,0,80,18,2,0,8,0.14385964912280702,0.24169184290030213,0.008368200836820083
"Gordon Hayward","CHA",49,1564,149,2,67,17,0,0,15,0.10044977511244378,0.14988814317673377,0
"Tyus Jones","MEM",73,1549,66,6,19,5,0,0,13,0.03356890459363958,0.05263157894736842,0
"Chris Duarte","IND",55,1541,112,3,48,8,5,2,5,0.07981927710843373,0.11822660098522167,0.01937984496124031
"Trey Lyles","SAC",75,1536,243,0,126,42,1,0,15,0.19629057187017002,0.28832951945080093,0.004761904761904762
"Javonte Green","CHI",65,1519,96,0,47,8,0,0,5,0.12912087912087913,0.17870722433460076,0
"Talen Horton-Tucker","LAL",60,1511,125,1,59,11,0,0,8,0.10068259385665529,0.14603960396039603,0
"Jerami Grant","DET",47,1500,259,23,106,18,2,0,18,0.13688212927756654,0.19887429643527205,0.0078125
"Alperen Sengun","HOU",72,1489,232,1,94,23,1,0,29,0.15912897822445563,0.19624217118997914,0.00847457627118644
"Kyle Anderson","MEM",69,1484,105,0,42,13,3,0,12,0.08982035928143713,0.10796915167095116,0.026785714285714284
"Kristaps Porzingis","WAS",51,1481,286,22,115,18,0,0,26,0.13310185185185186,0.18790849673202614,0
"Austin Rivers","DEN",67,1480,44,0,17,4,0,0,5,0.046831955922865015,0.12878787878787878,0
"Patrick Beverley","MIN",58,1476,133,0,44,9,0,0,23,0.09341825902335456,0.19213973799126638,0
"Nickeil Alexander-Walker","UTA",65,1466,109,4,45,7,2,0,8,0.06527777777777778,0.11842105263157894,0.0058823529411764705
"Nicolas Batum","LAC",59,1462,38,0,12,4,6,0,0,0.04488778054862843,0.096,0.021739130434782608
"Cedi Osman","CLE",66,1462,131,0,51,13,4,2,16,0.08986928104575163,0.20318725099601595,0.0110803324099723
"Norman Powell","LAC",45,1458,233,3,104,19,2,2,20,0.1536231884057971,0.2379862700228833,0.007905138339920948
"Delon Wright","ATL",77,1452,63,0,22,2,1,0,8,0.07931034482758621,0.12716763005780346,0.008547008547008548
"Maxi Kleber","DAL",59,1450,65,0,21,5,0,0,14,0.05675675675675676,0.1826086956521739,0
"Terrence Ross","ORL",63,1448,130,8,41,14,14,4,10,0.09306260575296109,0.12933753943217666,0.051094890510948905
"Daniel Gafford","WAS",72,1444,153,0,78,31,0,0,15,0.17067833698030635,0.17105263157894737,0
"Bradley Beal","WAS",40,1439,203,14,81,16,5,0,15,0.10225921521997622,0.12939297124600638,0.023255813953488372
"Landry Shamet","PHX",69,1437,81,5,20,4,11,2,3,0.060784313725490195,0.11976047904191617,0.03206997084548105
"Andre Drummond","BKN",73,1437,164,0,72,24,0,0,22,0.1496881496881497,0.1506276150627615,0
"Austin Reaves","LAL",61,1418,118,1,49,13,2,1,13,0.14366197183098592,0.2620320855614973,0.011904761904761904
"Furkan Korkmaz","PHI",67,1414,84,0,31,4,1,0,12,0.0642570281124498,0.1341991341991342,0.003745318352059925
"Avery Bradley","LAL",62,1406,18,3,6,1,0,0,2,0.016901408450704224,0.041379310344827586,0
"Anthony Davis","LAL",40,1404,244,19,92,26,0,0,34,0.12089356110381078,0.13314037626628075,0
"R.J. Hampton","ORL",64,1402,117,3,52,10,0,0,9,0.10420841683366733,0.16455696202531644,0
"Otto Porter Jr.","GSW",63,1401,61,0,25,5,2,1,6,0.06178489702517163,0.11363636363636363,0.009216589861751152
"Jaxson Hayes","NOP",70,1398,188,1,103,31,0,0,6,0.21914893617021278,0.24939467312348668,0
"Caleb Martin","MIA",60,1372,93,0,44,9,0,0,8,0.09887640449438202,0.15172413793103448,0
"Raul Neto","WAS",70,1372,108,1,44,14,1,0,15,0.09533898305084745,0.12535612535612536,0.008264462809917356
"Tre Mann","OKC",60,1367,82,0,38,8,2,1,5,0.06462035541195477,0.10982658959537572,0.007326007326007326
"Eric Bledsoe","LAC",54,1361,117,0,61,23,0,0,9,0.12055335968379446,0.17784256559766765,0
"Danny Green","PHI",62,1353,14,0,1,0,2,2,5,0.009345794392523364,0.02,0.007380073800738007
"Ziaire Williams","MEM",62,1346,55,0,24,6,1,0,4,0.056433408577878104,0.12,0.00411522633744856
"Josh Christopher","HOU",74,1334,113,1,47,10,0,0,13,0.08752327746741155,0.13505747126436782,0
"Draymond Green","GSW",46,1329,91,0,41,7,0,0,8,0.140893470790378,0.1729957805907173,0
"Bones Hyland","DEN",69,1310,125,7,38,6,5,1,17,0.07084019769357495,0.15510204081632653,0.013812154696132596
"Jalen Suggs","ORL",48,1307,163,0,68,10,4,1,11,0.11822660098522167,0.16585365853658537,0.020100502512562814
"John Konchar","MEM",72,1292,49,0,21,2,1,0,3,0.07801418439716312,0.13548387096774195,0.007874015748031496
"Bryn Forbes","DEN",75,1286,87,4,22,2,15,6,4,0.06349206349206349,0.08333333333333333,0.0462046204620462
"Ben McLemore","POR",64,1285,88,6,20,4,9,1,11,0.05150976909413854,0.14492753623188406,0.021176470588235293
"Chimezie Metu","SAC",60,1279,91,0,45,7,0,0,4,0.09240246406570841,0.14950166112956811,0
"Cameron Payne","PHX",58,1278,89,1,39,11,1,0,8,0.06493506493506493,0.09653465346534654,0.0047169811320754715
"Hamidou Diallo","DET",58,1269,140,0,77,22,0,0,4,0.13253012048192772,0.15778688524590165,0
"Damion Lee","GSW",63,1256,75,1,23,5,0,0,17,0.057356608478802994,0.10747663551401869,0
"George Hill","MIL",54,1253,62,6,13,2,0,0,16,0.045454545454545456,0.08552631578947369,0
"Brandon Clarke","MEM",64,1246,130,0,59,20,2,1,13,0.12525667351129363,0.1271551724137931,0.08695652173913043
"Tim Hardaway Jr.","DAL",42,1245,103,2,38,9,6,1,9,0.07801418439716312,0.14901960784313725,0.019417475728155338
"Drew Eubanks","POR",71,1245,130,1,58,11,0,0,13,0.13875598086124402,0.1468354430379747,0
"Gary Payton II","GSW",71,1242,58,0,27,6,0,0,5,0.07397260273972603,0.11020408163265306,0
"Myles Turner","IND",42,1235,105,0,52,15,0,0,8,0.12093023255813953,0.21052631578947367,0
"Aleksej Pokusevski","OKC",61,1233,50,0,20,3,1,0,5,0.04430379746835443,0.07246376811594203,0.005050505050505051
"Obi Toppin","NYK",72,1230,124,0,58,12,2,1,8,0.11538461538461539,0.1657142857142857,0.011764705882352941
"Doug McDermott","SAS",51,1223,51,3,13,2,8,2,2,0.043568464730290454,0.05909090909090909,0.030534351145038167
"Isaiah Hartenstein","LAC",68,1216,132,0,63,17,0,0,12,0.1529126213592233,0.1649214659685864,0
"Naz Reid","MIN",77,1215,149,0,79,21,0,0,5,0.14794007490636704,0.21467391304347827,0
"Lonzo Ball","CHI",35,1212,28,0,12,4,2,2,3,0.03580562659846547,0.0916030534351145,0.007692307692307693
"Aaron Wiggins","OKC",50,1209,85,1,39,12,0,0,8,0.10714285714285714,0.17256637168141592,0
"Malcolm Brogdon","IND",36,1206,167,21,57,10,0,0,21,0.09661016949152543,0.14108910891089108,0
"James Johnson","BKN",62,1191,55,0,30,9,0,0,2,0.09146341463414634,0.12345679012345678,0
"Jordan Nwora","MIL",62,1185,43,1,19,4,0,0,4,0.039832285115303984,0.076,0
"Jonathan Kuminga","GSW",70,1185,190,0,92,11,1,0,5,0.17158671586715868,0.23469387755102042,0.006666666666666667
"Facundo Campazzo","DEN",65,1184,78,1,20,4,1,0,17,0.0670926517571885,0.16806722689075632,0.005154639175257732
"Shake Milton","PHI",55,1179,73,0,37,15,0,0,7,0.08705882352941176,0.1267123287671233,0
"Taurean Prince","MIN",69,1177,82,0,41,13,2,0,4,0.10023866348448687,0.21693121693121692,0.004347826086956522
"Cam Thomas","BKN",67,1176,105,2,42,9,4,1,9,0.08534322820037106,0.11602209944751381,0.022598870056497175
"CJ Elleby","POR",58,1174,84,0,39,8,2,0,4,0.12023460410557185,0.18309859154929578,0.015625
"JaVale McGee","PHX",74,1172,146,0,69,25,0,0,16,0.13745019920318724,0.13995943204868155,0
